,Geographic Area,"April 1, 2000",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,"April 1, 2010","July 1, 2010"
53,"Labette County, Kansas",22821,22733,22436.0,22214.0,22100.0,21911.0,21913.0,21929.0,21928.0,21786.0,21759.0,21607,21555
54,"Lane County, Kansas",2155,2145,2104.0,1981.0,1956.0,1916.0,1848.0,1780.0,1763.0,1756.0,1779.0,1750,1740
55,"Leavenworth County, Kansas",68684,68957,69906.0,70793.0,70939.0,71373.0,71788.0,72741.0,73791.0,74560.0,75461.0,76227,76504
56,"Lincoln County, Kansas",3578,3576,3560.0,3513.0,3536.0,3414.0,3443.0,3360.0,3365.0,3333.0,3249.0,3241,3235
57,"Linn County, Kansas",9541,9580,9734.0,9724.0,9775.0,9830.0,10032.0,10013.0,9858.0,9731.0,9669.0,9656,9640
58,"Logan County, Kansas",3051,3059,2992.0,2984.0,2925.0,2905.0,2881.0,2808.0,2798.0,2779.0,2729.0,2756,2758
59,"Lyon County, Kansas",35934,35967,36049.0,35826.0,35868.0,36034.0,35936.0,35832.0,36018.0,35591.0,33777.0,33690,33654
60,"McPherson County, Kansas",29560,29572,29489.0,29237.0,29239.0,29276.0,29375.0,29174.0,29250.0,29095.0,29222.0,29180,29151
61,"Marion County, Kansas",13358,13394,13377.0,13289.0,13240.0,13066.0,13012.0,12804.0,12707.0,12639.0,12654.0,12660,12642
62,"Marshall County, Kansas",10967,10933,10791.0,10585.0,10451.0,10312.0,10270.0,10171.0,10150.0,10174.0,10121.0,10117,10117
63,"Meade County, Kansas",4628,4621,4669.0,4663.0,4595.0,4570.0,4586.0,4531.0,4490.0,4497.0,4502.0,4575,4596
64,"Miami County, Kansas",28340,28536,28770.0,29072.0,29437.0,30158.0,30758.0,31180.0,31962.0,32131.0,32445.0,32787,32860
65,"Mitchell County, Kansas",6929,6911,6772.0,6706.0,6688.0,6539.0,6443.0,6382.0,6389.0,6370.0,6420.0,6373,6354
66,"Montgomery County, Kansas",36267,36242,35935.0,35490.0,35152.0,35150.0,35034.0,35246.0,35504.0,35538.0,35589.0,35471,35390
67,"Morris County, Kansas",6113,6120,6061.0,5981.0,5922.0,5904.0,5947.0,5929.0,5931.0,5999.0,5958.0,5923,5913
68,"Morton County, Kansas",3494,3482,3393.0,3387.0,3403.0,3326.0,3300.0,3285.0,3256.0,3227.0,3226.0,3233,3228
69,"Nemaha County, Kansas",10716,10694,10494.0,10501.0,10490.0,10397.0,10367.0,10345.0,10325.0,10259.0,10165.0,10178,10173
70,"Neosho County, Kansas",16996,16934,16884.0,16719.0,16615.0,16664.0,16591.0,16479.0,16578.0,16587.0,16568.0,16512,16480
71,"Ness County, Kansas",3452,3448,3391.0,3352.0,3274.0,3219.0,3177.0,3135.0,3150.0,3127.0,3085.0,3107,3104
72,"Norton County, Kansas",5950,5962,5863.0,5845.0,5852.0,5789.0,5765.0,5748.0,5698.0,5702.0,5640.0,5671,5674
73,"Osage County, Kansas",16713,16756,16657.0,16689.0,16722.0,16843.0,16869.0,16633.0,16468.0,16439.0,16297.0,16295,16291
74,"Osborne County, Kansas",4452,4436,4342.0,4283.0,4149.0,4094.0,4035.0,3998.0,3916.0,3867.0,3913.0,3858,3838
75,"Ottawa County, Kansas",6164,6192,6142.0,6188.0,6153.0,6112.0,6097.0,6108.0,6101.0,6137.0,6114.0,6091,6077
76,"Pawnee County, Kansas",7235,7225,7068.0,6996.0,6964.0,6975.0,7027.0,6889.0,6930.0,6859.0,6927.0,6973,6962
77,"Phillips County, Kansas",5995,5995,5903.0,5833.0,5748.0,5749.0,5642.0,5573.0,5588.0,5586.0,5620.0,5642,5638
78,"Pottawatomie County, Kansas",18208,18302,18412.0,18580.0,18925.0,19193.0,19444.0,19720.0,20395.0,20884.0,21206.0,21604,21701
79,"Pratt County, Kansas",9649,9649,9579.0,9669.0,9575.0,9492.0,9618.0,9658.0,9698.0,9684.0,9669.0,9656,9641
80,"Rawlins County, Kansas",2966,2988,2917.0,2903.0,2836.0,2776.0,2697.0,2663.0,2655.0,2592.0,2558.0,2519,2504
81,"Reno County, Kansas",64793,64731,64584.0,64163.0,63990.0,63779.0,63778.0,63822.0,63683.0,63974.0,64196.0,64511,64597
82,"Republic County, Kansas",5831,5804,5685.0,5485.0,5395.0,5285.0,5238.0,5159.0,5124.0,5067.0,5045.0,4980,4952
83,"Rice County, Kansas",10760,10728,10609.0,10526.0,10465.0,10498.0,10396.0,10224.0,10103.0,10175.0,10047.0,10083,10089
84,"Riley County, Kansas",62954,63237,62962.0,62625.0,62922.0,64218.0,64751.0,66928.0,67329.0,69444.0,69995.0,71115,71481
85,"Rooks County, Kansas",5685,5665,5560.0,5482.0,5430.0,5400.0,5352.0,5322.0,5275.0,5254.0,5179.0,5181,5174
86,"Rush County, Kansas",3549,3536,3511.0,3454.0,3439.0,3442.0,3384.0,3294.0,3273.0,3310.0,3253.0,3307,3322
87,"Russell County, Kansas",7374,7349,7179.0,7066.0,7032.0,7085.0,6930.0,6894.0,6943.0,6869.0,6880.0,6970,6990
88,"Saline County, Kansas",53599,53659,53952.0,54157.0,54018.0,54178.0,54361.0,54478.0,54723.0,54811.0,55164.0,55606,55733
89,"Scott County, Kansas",5120,5100,5110.0,4960.0,4865.0,4713.0,4771.0,4738.0,4707.0,4729.0,4823.0,4936,4967
90,"Sedgwick County, Kansas",452901,453705,456887.0,461020.0,462442.0,464021.0,467113.0,471659.0,478479.0,486077.0,495006.0,498365,499393
91,"Seward County, Kansas",22517,22616,22544.0,22687.0,22647.0,22538.0,22334.0,22246.0,22409.0,22522.0,22729.0,22952,23036
92,"Shawnee County, Kansas",169879,170027,170320.0,170349.0,170854.0,171378.0,171893.0,172986.0,174162.0,175449.0,176786.0,177934,178301
93,"Sheridan County, Kansas",2814,2795,2728.0,2675.0,2659.0,2594.0,2618.0,2585.0,2578.0,2605.0,2575.0,2556,2545
94,"Sherman County, Kansas",6757,6746,6606.0,6396.0,6293.0,6186.0,6155.0,5979.0,6004.0,6017.0,6004.0,6010,6006
95,"Smith County, Kansas",4538,4519,4416.0,4311.0,4246.0,4190.0,4128.0,4052.0,4008.0,3909.0,3849.0,3853,3851
96,"Stafford County, Kansas",4789,4752,4723.0,4646.0,4559.0,4468.0,4473.0,4440.0,4460.0,4404.0,4422.0,4437,4440
97,"Stanton County, Kansas",2406,2394,2410.0,2421.0,2366.0,2354.0,2252.0,2212.0,2176.0,2169.0,2174.0,2235,2253
98,"Stevens County, Kansas",5465,5460,5428.0,5442.0,5473.0,5626.0,5592.0,5481.0,5397.0,5440.0,5592.0,5724,5755
99,"Sumner County, Kansas",25944,25946,25704.0,25500.0,25248.0,25146.0,24795.0,24493.0,24290.0,24238.0,24160.0,24132,24104
100,"Thomas County, Kansas",8174,8179,8164.0,8119.0,8040.0,7919.0,7768.0,7726.0,7681.0,7685.0,7753.0,7900,7938
101,"Trego County, Kansas",3311,3280,3225.0,3137.0,3097.0,3120.0,3025.0,2991.0,2971.0,2943.0,2985.0,3001,3003
102,"Wabaunsee County, Kansas",6876,6868,6801.0,6750.0,6759.0,6823.0,6925.0,6845.0,6998.0,7077.0,7059.0,7053,7043
103,"Wallace County, Kansas",1749,1733,1695.0,1671.0,1623.0,1562.0,1531.0,1527.0,1481.0,1447.0,1469.0,1485,1490
104,"Washington County, Kansas",6458,6413,6281.0,6201.0,6156.0,6072.0,6022.0,5950.0,5880.0,5848.0,5779.0,5799,5799
105,"Wichita County, Kansas",2531,2512,2511.0,2453.0,2431.0,2347.0,2361.0,2287.0,2264.0,2222.0,2211.0,2234,2237
106,"Wilson County, Kansas",10341,10303,10216.0,10104.0,10063.0,9784.0,9772.0,9747.0,9783.0,9592.0,9485.0,9409,9383
107,"Woodson County, Kansas",3788,3754,3742.0,3602.0,3572.0,3485.0,3523.0,3440.0,3363.0,3347.0,3309.0,3309,3303
108,"Wyandotte County, Kansas",157924,157883,158372.0,157498.0,156276.0,154874.0,154356.0,153689.0,154267.0,155092.0,156416.0,157505,157845
4,"Adair County, Kentucky",17275,17327,17584.0,17762.0,17924.0,17994.0,18128.0,18335.0,18493.0,18541.0,18729.0,18656,18614
5,"Allen County, Kentucky",17792,17820,17947.0,18219.0,18434.0,18699.0,18910.0,19272.0,19540.0,19838.0,19811.0,19956,19980
6,"Anderson County, Kentucky",19093,19151,19382.0,19315.0,19504.0,19714.0,19987.0,20519.0,20999.0,21088.0,21328.0,21421,21465
7,"Ballard County, Kentucky",8293,8304,8225.0,8164.0,8254.0,8242.0,8269.0,8204.0,8190.0,8265.0,8204.0,8249,8263
8,"Barren County, Kentucky",38045,38128,38517.0,38704.0,39164.0,39601.0,40320.0,40857.0,41435.0,41797.0,42171.0,42173,42164
9,"Bath County, Kentucky",11099,11128,11280.0,11403.0,11428.0,11447.0,11538.0,11558.0,11470.0,11647.0,11544.0,11591,11607
10,"Bell County, Kentucky",30049,30015,29561.0,29691.0,29478.0,29275.0,29130.0,28960.0,28794.0,28836.0,28667.0,28691,28706
11,"Boone County, Kentucky",86051,87108,90277.0,93323.0,96680.0,100822.0,105456.0,109295.0,112308.0,115262.0,117461.0,118811,119290
12,"Bourbon County, Kentucky",19360,19366,19443.0,19452.0,19563.0,19733.0,19908.0,19809.0,19891.0,20046.0,20027.0,19985,19964
13,"Boyd County, Kentucky",49721,49627,49595.0,49578.0,49754.0,49542.0,49403.0,49312.0,49154.0,49244.0,49362.0,49542,49580
14,"Boyle County, Kentucky",27676,27673,27472.0,27455.0,27451.0,27832.0,27922.0,28031.0,28112.0,28288.0,28297.0,28432,28497
15,"Bracken County, Kentucky",8276,8267,8334.0,8408.0,8387.0,8592.0,8533.0,8484.0,8468.0,8471.0,8473.0,8488,8499
16,"Breathitt County, Kentucky",16089,15999,15664.0,15346.0,15098.0,14975.0,14792.0,14549.0,14327.0,14249.0,14009.0,13878,13875
17,"Breckinridge County, Kentucky",18633,18682,18837.0,19030.0,19209.0,19326.0,19579.0,19590.0,19819.0,20018.0,19979.0,20059,20060
18,"Bullitt County, Kentucky",61178,61590,62596.0,63775.0,65074.0,66937.0,68620.0,70042.0,71577.0,72738.0,73743.0,74319,74473
19,"Butler County, Kentucky",12981,12991,13015.0,12952.0,12957.0,13044.0,12900.0,12925.0,12759.0,12745.0,12670.0,12690,12714
20,"Caldwell County, Kentucky",13057,13026,12843.0,12798.0,12802.0,12774.0,12816.0,12828.0,12882.0,12985.0,12996.0,12984,12978
21,"Calloway County, Kentucky",34182,34160,34439.0,34499.0,34896.0,35327.0,35788.0,36375.0,36585.0,36686.0,36886.0,37191,37281
22,"Campbell County, Kentucky",88627,88687,88843.0,88596.0,88259.0,87982.0,88047.0,88036.0,88302.0,88548.0,89664.0,90336,90532
23,"Carlisle County, Kentucky",5349,5336,5305.0,5299.0,5255.0,5261.0,5215.0,5212.0,5109.0,5093.0,5113.0,5104,5102
24,"Carroll County, Kentucky",10170,10181,10193.0,10312.0,10372.0,10379.0,10511.0,10528.0,10595.0,10744.0,10852.0,10811,10794
25,"Carter County, Kentucky",26879,26874,26991.0,27262.0,27504.0,27528.0,27767.0,27921.0,27971.0,27752.0,27785.0,27720,27675
26,"Casey County, Kentucky",15450,15466,15563.0,15679.0,15690.0,15784.0,15845.0,15900.0,15908.0,15970.0,15946.0,15955,15972
27,"Christian County, Kentucky",72402,72730,73397.0,73098.0,71547.0,71700.0,72892.0,70592.0,73128.0,72034.0,73457.0,73955,74179
28,"Clark County, Kentucky",33180,33234,33390.0,33407.0,33672.0,34025.0,34377.0,34823.0,35207.0,35256.0,35607.0,35613,35634
29,"Clay County, Kentucky",24586,24458,24203.0,23995.0,23635.0,23278.0,22946.0,22718.0,22332.0,22289.0,21950.0,21730,21698
30,"Clinton County, Kentucky",9622,9637,9696.0,9762.0,9825.0,9886.0,9932.0,9942.0,10120.0,10253.0,10227.0,10272,10262
31,"Crittenden County, Kentucky",9384,9408,9310.0,9217.0,9234.0,9126.0,9138.0,9264.0,9278.0,9408.0,9301.0,9315,9313
32,"Cumberland County, Kentucky",7150,7167,7157.0,7164.0,7151.0,7189.0,7066.0,7073.0,6959.0,6917.0,6855.0,6856,6850
33,"Daviess County, Kentucky",91542,91657,91707.0,91821.0,92457.0,92769.0,93150.0,93908.0,94647.0,95411.0,96261.0,96656,96762
34,"Edmonson County, Kentucky",11632,11639,11728.0,11763.0,11809.0,11804.0,11987.0,11957.0,12055.0,12127.0,12122.0,12161,12171
35,"Elliott County, Kentucky",6747,6767,6694.0,6700.0,6782.0,6748.0,6867.0,7151.0,7134.0,7556.0,7727.0,7852,7895
36,"Estill County, Kentucky",15315,15307,15293.0,15193.0,15014.0,14913.0,14780.0,14786.0,14778.0,14752.0,14672.0,14672,14678
37,"Fayette County, Kentucky",260527,261408,263990.0,265822.0,269904.0,272377.0,275540.0,279971.0,283291.0,287683.0,292514.0,295803,296765
38,"Fleming County, Kentucky",13787,13837,14016.0,14068.0,14230.0,14271.0,14270.0,14235.0,14349.0,14345.0,14280.0,14348,14381
39,"Floyd County, Kentucky",42451,42316,41844.0,41671.0,41325.0,41128.0,40847.0,40429.0,40261.0,39964.0,39643.0,39451,39446
40,"Franklin County, Kentucky",47703,47888,48185.0,48293.0,48246.0,48536.0,48620.0,48699.0,48795.0,49301.0,49253.0,49285,49288
41,"Fulton County, Kentucky",7755,7697,7753.0,7563.0,7427.0,7274.0,7090.0,6871.0,6861.0,6945.0,6793.0,6813,6821
42,"Gallatin County, Kentucky",7845,7866,8004.0,7891.0,8094.0,8119.0,8225.0,8253.0,8337.0,8420.0,8533.0,8589,8597
43,"Garrard County, Kentucky",14783,14844,15090.0,15505.0,15790.0,15941.0,16315.0,16595.0,16887.0,16906.0,16900.0,16912,16920
44,"Grant County, Kentucky",22350,22485,22972.0,23307.0,23619.0,23856.0,23993.0,24253.0,24544.0,24856.0,24697.0,24662,24671
45,"Graves County, Kentucky",37024,37049,36869.0,36770.0,36898.0,36789.0,36926.0,36859.0,36932.0,36862.0,36932.0,37121,37205
46,"Grayson County, Kentucky",24037,24094,24170.0,24235.0,24648.0,24962.0,25181.0,25294.0,25444.0,25558.0,25619.0,25746,25785
47,"Green County, Kentucky",11499,11526,11566.0,11543.0,11557.0,11408.0,11406.0,11454.0,11412.0,11432.0,11359.0,11258,11226
48,"Greenup County, Kentucky",36927,36836,36804.0,36600.0,36681.0,36579.0,36530.0,36827.0,36939.0,37106.0,37053.0,36910,36885
49,"Hancock County, Kentucky",8395,8424,8431.0,8424.0,8426.0,8389.0,8508.0,8542.0,8536.0,8567.0,8558.0,8565,8570
50,"Hardin County, Kentucky",92629,92919,93715.0,94136.0,93929.0,95015.0,96652.0,97539.0,98728.0,99926.0,101254.0,105543,106933
51,"Harlan County, Kentucky",33192,32935,32184.0,31938.0,31291.0,30614.0,30277.0,30113.0,29969.0,29591.0,29534.0,29278,29232
52,"Harrison County, Kentucky",17956,17997,18007.0,18009.0,18171.0,18233.0,18314.0,18483.0,18725.0,18876.0,18894.0,18846,18828
53,"Hart County, Kentucky",17459,17535,17291.0,17573.0,17741.0,17821.0,18040.0,18109.0,18172.0,18320.0,18197.0,18199,18206
54,"Henderson County, Kentucky",44837,44827,44865.0,45091.0,45214.0,45362.0,45521.0,45633.0,45696.0,46046.0,46037.0,46250,46302
55,"Henry County, Kentucky",15010,15032,15113.0,15107.0,15259.0,15327.0,15368.0,15475.0,15465.0,15511.0,15530.0,15416,15389
56,"Hickman County, Kentucky",5254,5240,5234.0,5225.0,5186.0,5093.0,5061.0,5002.0,4955.0,4957.0,4945.0,4902,4885
57,"Hopkins County, Kentucky",46519,46463,46148.0,46374.0,46668.0,46759.0,46640.0,46727.0,46834.0,47051.0,46921.0,46920,46899
58,"Jackson County, Kentucky",13492,13507,13611.0,13559.0,13512.0,13476.0,13596.0,13577.0,13606.0,13650.0,13463.0,13494,13503
59,"Jefferson County, Kentucky",693775,694399,697159.0,699810.0,703970.0,706828.0,710018.0,715149.0,723040.0,730194.0,736705.0,741096,742172
60,"Jessamine County, Kentucky",39043,39216,39819.0,40760.0,41545.0,42348.0,43503.0,45024.0,46044.0,47429.0,48153.0,48586,48716
61,"Johnson County, Kentucky",23443,23315,23230.0,23156.0,23138.0,23229.0,23332.0,23382.0,23354.0,23256.0,23220.0,23356,23415
62,"Kenton County, Kentucky",151449,151658,151974.0,151777.0,152591.0,153138.0,153769.0,155557.0,157240.0,158258.0,159239.0,159720,159876
63,"Knott County, Kentucky",17650,17593,17411.0,17457.0,17294.0,17093.0,17089.0,16837.0,16640.0,16616.0,16543.0,16346,16298
64,"Knox County, Kentucky",31739,31770,31431.0,31298.0,31376.0,31371.0,31570.0,31599.0,31668.0,31746.0,31920.0,31883,31893
65,"Larue County, Kentucky",13363,13398,13436.0,13536.0,13455.0,13615.0,13793.0,13934.0,14008.0,14100.0,14172.0,14193,14185
66,"Laurel County, Kentucky",52712,52920,53604.0,54452.0,55371.0,55811.0,56465.0,57239.0,57938.0,58142.0,58513.0,58849,58944
67,"Lawrence County, Kentucky",15558,15553,15566.0,15625.0,15558.0,15664.0,15756.0,15766.0,15815.0,15867.0,15889.0,15860,15868
68,"Lee County, Kentucky",7915,7929,7922.0,7971.0,8015.0,7950.0,7823.0,7850.0,7855.0,7859.0,7885.0,7887,7874
69,"Leslie County, Kentucky",12411,12371,12183.0,12156.0,12010.0,11820.0,11797.0,11642.0,11585.0,11465.0,11361.0,11310,11299
70,"Letcher County, Kentucky",25261,25213,24862.0,24914.0,24925.0,24742.0,24585.0,24534.0,24499.0,24363.0,24364.0,24519,24551
71,"Lewis County, Kentucky",14078,14111,13990.0,13728.0,13710.0,13827.0,13861.0,14010.0,14069.0,13997.0,13915.0,13870,13849
72,"Lincoln County, Kentucky",23325,23410,23704.0,23845.0,24109.0,24309.0,24719.0,24838.0,24875.0,24664.0,24776.0,24742,24741
73,"Livingston County, Kentucky",9806,9811,9795.0,9742.0,9656.0,9589.0,9650.0,9594.0,9508.0,9458.0,9476.0,9519,9534
74,"Logan County, Kentucky",26593,26654,26609.0,26615.0,26533.0,26632.0,26721.0,26768.0,26911.0,26802.0,26872.0,26835,26835
75,"Lyon County, Kentucky",8081,8114,8149.0,8144.0,8180.0,8249.0,8327.0,8434.0,8393.0,8374.0,8332.0,8314,8304
76,"McCracken County, Kentucky",65511,65423,64825.0,64588.0,64430.0,64270.0,64430.0,64678.0,64925.0,65287.0,65654.0,65565,65539
77,"McCreary County, Kentucky",17078,17074,17144.0,17320.0,17363.0,17469.0,17758.0,17892.0,18053.0,18144.0,18207.0,18306,18314
78,"McLean County, Kentucky",9942,9983,9853.0,9945.0,9852.0,9841.0,9811.0,9702.0,9717.0,9673.0,9566.0,9531,9519
79,"Madison County, Kentucky",70916,71309,72571.0,73634.0,74998.0,76673.0,78732.0,80264.0,80659.0,81521.0,82299.0,82916,83157
80,"Magoffin County, Kentucky",13334,13321,13195.0,13285.0,13287.0,13297.0,13302.0,13258.0,13316.0,13233.0,13335.0,13333,13327
81,"Marion County, Kentucky",18244,18243,18404.0,18540.0,18676.0,19066.0,19251.0,19392.0,19458.0,19647.0,19769.0,19820,19831
82,"Marshall County, Kentucky",30126,30113,30145.0,30258.0,30494.0,30674.0,30870.0,31204.0,31443.0,31418.0,31411.0,31448,31452
83,"Martin County, Kentucky",12570,12586,12589.0,12711.0,12778.0,13138.0,13536.0,13371.0,13224.0,13160.0,13040.0,12929,12894
84,"Mason County, Kentucky",16812,16790,16808.0,16825.0,16729.0,16802.0,16923.0,17138.0,17259.0,17454.0,17464.0,17490,17497
85,"Meade County, Kentucky",27989,28189,28506.0,28919.0,28949.0,29600.0,29732.0,29397.0,29108.0,28962.0,28403.0,28602,28664
86,"Menifee County, Kentucky",6539,6565,6631.0,6651.0,6581.0,6597.0,6581.0,6567.0,6486.0,6457.0,6317.0,6306,6307
87,"Mercer County, Kentucky",20809,20794,20755.0,20877.0,21044.0,21118.0,21229.0,21181.0,21255.0,21273.0,21286.0,21331,21363
88,"Metcalfe County, Kentucky",10025,10005,10075.0,9961.0,9968.0,10008.0,10094.0,10123.0,10187.0,10166.0,10067.0,10099,10109
89,"Monroe County, Kentucky",11737,11700,11684.0,11557.0,11481.0,11348.0,11425.0,11337.0,11171.0,10990.0,10969.0,10963,10978
90,"Montgomery County, Kentucky",22536,22650,22851.0,23251.0,23594.0,23899.0,24491.0,25085.0,25550.0,25981.0,26407.0,26499,26516
91,"Morgan County, Kentucky",13949,13964,14046.0,14165.0,14201.0,14319.0,14219.0,14174.0,14191.0,14055.0,13928.0,13923,13928
92,"Muhlenberg County, Kentucky",31845,31795,31768.0,31641.0,31588.0,31615.0,31595.0,31595.0,31627.0,31486.0,31505.0,31499,31493
93,"Nelson County, Kentucky",37487,37662,38128.0,38681.0,39307.0,39947.0,40582.0,41424.0,42020.0,42588.0,42974.0,43437,43609
94,"Nicholas County, Kentucky",6812,6789,6878.0,7015.0,7075.0,7139.0,7134.0,7147.0,7143.0,7135.0,7125.0,7135,7131
95,"Ohio County, Kentucky",22928,22933,23040.0,23161.0,23158.0,23452.0,23611.0,23658.0,23794.0,24025.0,23888.0,23842,23818
96,"Oldham County, Kentucky",46495,46895,47933.0,49250.0,51296.0,52830.0,54266.0,56329.0,57991.0,59375.0,59777.0,60316,60450
97,"Owen County, Kentucky",10542,10554,10591.0,10749.0,10732.0,10893.0,10900.0,10886.0,11000.0,11010.0,10909.0,10841,10833
98,"Owsley County, Kentucky",4844,4852,4809.0,4768.0,4758.0,4840.0,4797.0,4743.0,4729.0,4761.0,4713.0,4755,4764
99,"Pendleton County, Kentucky",14384,14475,14593.0,14693.0,14819.0,14809.0,14884.0,14972.0,14935.0,14867.0,14786.0,14877,14910
100,"Perry County, Kentucky",29415,29259,29112.0,29180.0,29173.0,29043.0,28851.0,28829.0,28742.0,28686.0,28713.0,28712,28725
101,"Pike County, Kentucky",68777,68506,67607.0,67438.0,66850.0,66070.0,65719.0,65632.0,65431.0,65275.0,65255.0,65024,64952
102,"Powell County, Kentucky",13236,13251,13213.0,13053.0,12970.0,13051.0,13117.0,12943.0,12926.0,12794.0,12644.0,12613,12625
103,"Pulaski County, Kentucky",56281,56428,56911.0,57545.0,58232.0,59175.0,59950.0,60752.0,61440.0,62270.0,62711.0,63063,63135
104,"Robertson County, Kentucky",2269,2271,2256.0,2292.0,2309.0,2298.0,2251.0,2309.0,2244.0,2272.0,2288.0,2282,2279
105,"Rockcastle County, Kentucky",16546,16623,16572.0,16684.0,16745.0,16822.0,16911.0,16974.0,17078.0,17216.0,17074.0,17056,17032
106,"Rowan County, Kentucky",22091,22077,22323.0,22329.0,22348.0,22185.0,22362.0,22706.0,22914.0,23097.0,23340.0,23333,23318
107,"Russell County, Kentucky",16282,16296,16367.0,16445.0,16574.0,16851.0,17018.0,17232.0,17297.0,17529.0,17632.0,17565,17535
108,"Scott County, Kentucky",33076,33422,34547.0,35601.0,36714.0,38051.0,39637.0,41924.0,43491.0,45157.0,46325.0,47173,47443
109,"Shelby County, Kentucky",33386,33574,34047.0,34754.0,35706.0,36682.0,37800.0,39283.0,40335.0,41044.0,41576.0,42074,42255
110,"Simpson County, Kentucky",16411,16416,16599.0,16629.0,16694.0,16820.0,16998.0,17115.0,17187.0,17182.0,17227.0,17327,17357
111,"Spencer County, Kentucky",11699,11911,12559.0,13219.0,13892.0,14358.0,14929.0,15638.0,16346.0,16845.0,16971.0,17061,17108
112,"Taylor County, Kentucky",22889,22874,22918.0,23338.0,23388.0,23536.0,23755.0,23971.0,24078.0,24256.0,24367.0,24512,24561
113,"Todd County, Kentucky",11954,11926,12021.0,11975.0,11917.0,11858.0,11965.0,12092.0,12169.0,12340.0,12485.0,12460,12447
114,"Trigg County, Kentucky",12600,12657,12803.0,12900.0,13022.0,13438.0,13619.0,13780.0,14079.0,14153.0,14222.0,14339,14351
115,"Trimble County, Kentucky",8183,8227,8449.0,8572.0,8653.0,8843.0,8788.0,8856.0,8903.0,8950.0,8855.0,8809,8798
116,"Union County, Kentucky",15454,15378,15330.0,15401.0,15395.0,15451.0,15335.0,15246.0,15060.0,15072.0,15004.0,15007,15005
117,"Warren County, Kentucky",92546,92917,94211.0,95576.0,97721.0,99497.0,102121.0,105170.0,107356.0,109803.0,112375.0,113792,114172
118,"Washington County, Kentucky",10920,10920,10997.0,11143.0,11222.0,11260.0,11339.0,11456.0,11640.0,11551.0,11550.0,11717,11770
119,"Wayne County, Kentucky",19902,19958,19949.0,20078.0,20353.0,20473.0,20516.0,20547.0,20667.0,20757.0,20793.0,20813,20816
120,"Webster County, Kentucky",14112,14097,13945.0,13982.0,13912.0,13969.0,14004.0,13875.0,13867.0,13646.0,13681.0,13621,13601
121,"Whitley County, Kentucky",35875,35895,36091.0,36043.0,36099.0,36163.0,36253.0,36149.0,36138.0,36163.0,35994.0,35637,35586
122,"Wolfe County, Kentucky",7092,7126,6965.0,7015.0,7053.0,7076.0,7201.0,7256.0,7323.0,7294.0,7351.0,7355,7349
123,"Woodford County, Kentucky",23225,23278,23331.0,23406.0,23555.0,23695.0,23933.0,24134.0,24214.0,24541.0,24702.0,24939,25025
